,adv_3y,adv_count,adv_end,adv_first,adv_place,adv_points,adv_start,als_3y,als_count,als_end,als_first,als_place,als_points,als_start,division,end_date,id,int_count,int_end,int_first,int_place,int_points,int_start,nov_count,nov_end,nov_first,nov_place,nov_points,nov_start,region,role
1791,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2005,3365.0,7.0,July 2005,1.0,2.0,26.0,July 2003,6.0,August 2003,1.0,2.0,20.0,January 2002,East Coast,leader
1792,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3366.0,0.0,,0.0,0.0,0.0,,1.0,May 2002,0.0,0.0,4.0,May 2002,East Coast,leader
1793,0.0,1.0,April 2013,0.0,0.0,2.0,April 2013,0.0,0.0,,0.0,0.0,0.0,,Advanced,April 2013,3367.0,12.0,January 2012,1.0,4.0,46.0,May 2003,5.0,March 2004,1.0,2.0,20.0,May 2002,East Coast,leader
1794,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2017,3368.0,9.0,May 2017,0.0,1.0,25.0,July 2002,5.0,March 2005,0.0,1.0,15.0,January 2002,East Coast,follower
1795,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2004,3369.0,0.0,,0.0,0.0,0.0,,2.0,May 2004,0.0,0.0,6.0,May 2002,East Coast,leader
1796,0.0,6.0,July 2013,0.0,0.0,9.0,April 2010,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2013,3370.0,11.0,December 2009,0.0,1.0,27.0,September 2006,7.0,August 2006,1.0,1.0,20.0,May 2002,East Coast,leader
1797,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2007,3371.0,0.0,,0.0,0.0,0.0,,3.0,July 2007,0.0,0.0,3.0,May 2002,Midwest,follower
1798,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2003,3372.0,1.0,July 2003,0.0,1.0,6.0,July 2003,1.0,May 2002,0.0,0.0,1.0,May 2002,East Coast,leader
1799,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3373.0,0.0,,0.0,0.0,0.0,,1.0,May 2002,0.0,0.0,1.0,May 2002,East Coast,follower
1800,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3375.0,0.0,,0.0,0.0,0.0,,1.0,May 2002,0.0,0.0,1.0,May 2002,East Coast,leader
1801,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,November 2004,3376.0,0.0,,0.0,0.0,0.0,,7.0,November 2004,0.0,0.0,7.0,November 2001,East Coast,follower
1802,0.0,2.0,July 2005,1.0,1.0,11.0,May 2004,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2005,3377.0,5.0,December 2004,1.0,2.0,26.0,May 2002,2.0,August 2002,0.0,0.0,0.0,August 2002,East Coast,leader
1803,0.0,5.0,August 2014,0.0,0.0,7.0,August 2009,0.0,0.0,,0.0,0.0,0.0,,Intermediate,August 2014,3379.0,9.0,October 2005,1.0,1.0,28.0,May 2002,9.0,July 2004,0.0,2.0,18.0,January 2002,East Coast,follower
1804,0.0,6.0,May 2013,0.0,1.0,17.0,May 2006,0.0,0.0,,0.0,0.0,0.0,,Advanced,May 2013,3380.0,7.0,August 2006,1.0,3.0,37.0,May 2002,1.0,August 2005,0.0,0.0,4.0,August 2005,East Coast,follower
1805,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2002,3382.0,2.0,July 2002,0.0,0.0,2.0,May 2002,2.0,October 2005,1.0,1.0,13.0,September 2005,East Coast,follower
1806,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3383.0,1.0,May 2002,0.0,0.0,1.0,May 2002,1.0,July 2002,0.0,0.0,3.0,July 2002,East Coast,leader
1807,0.0,1.0,May 2002,0.0,0.0,2.0,May 2002,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3388.0,0.0,,0.0,0.0,0.0,,1.0,November 2002,0.0,0.0,1.0,November 2002,East Coast,follower
1808,0.0,17.0,November 2010,1.0,6.0,71.0,May 2002,0.0,23.0,August 2013,1.0,7.0,89.0,October 2006,Novice,August 2013,3390.0,4.0,May 2005,1.0,1.0,14.0,July 2002,1.0,March 2005,0.0,1.0,6.0,March 2005,East Coast,leader
1809,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2002,3392.0,0.0,,0.0,0.0,0.0,,1.0,July 2002,1.0,1.0,10.0,July 2002,East Coast,follower
1810,1.0,18.0,September 2017,1.0,4.0,55.0,September 2003,8.0,18.0,May 2017,0.0,2.0,45.0,December 2007,All-Star,May 2017,3393.0,5.0,May 2004,1.0,2.0,28.0,August 2003,4.0,May 2003,1.0,3.0,25.0,July 2002,East Coast,leader
1811,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,February 2017,3394.0,2.0,February 2017,0.0,1.0,8.0,October 2002,2.0,September 2014,0.0,1.0,15.0,July 2002,East Coast,follower
1812,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2003,3395.0,0.0,,0.0,0.0,0.0,,4.0,October 2003,1.0,1.0,17.0,July 2002,East Coast,leader
1813,0.0,1.0,April 2003,0.0,0.0,1.0,April 2003,0.0,0.0,,0.0,0.0,0.0,,Novice,April 2003,3396.0,5.0,May 2008,0.0,1.0,11.0,January 2005,8.0,October 2004,0.0,0.0,14.0,January 2002,East Coast,follower
1814,0.0,3.0,July 2009,0.0,1.0,10.0,September 2002,0.0,0.0,,0.0,0.0,0.0,,Advanced,July 2009,3397.0,10.0,September 2006,1.0,1.0,34.0,September 2002,4.0,August 2005,1.0,2.0,21.0,July 2002,East Coast,leader
1815,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2014,3398.0,0.0,,0.0,0.0,0.0,,8.0,May 2014,0.0,0.0,16.0,July 2002,Europe,leader
1816,0.0,2.0,March 2006,0.0,0.0,2.0,May 2003,0.0,0.0,,0.0,0.0,0.0,,Novice,March 2006,3401.0,6.0,May 2006,1.0,2.0,27.0,July 2002,1.0,September 2002,0.0,0.0,4.0,September 2002,East Coast,follower
1817,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3411.0,0.0,,0.0,0.0,0.0,,1.0,October 2002,0.0,0.0,1.0,October 2002,West Coast,leader
1818,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2008,3421.0,0.0,,0.0,0.0,0.0,,2.0,May 2008,0.0,2.0,16.0,October 2007,West Coast,leader
1819,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2006,3422.0,0.0,,0.0,0.0,0.0,,1.0,January 2006,1.0,1.0,10.0,January 2006,West Coast,follower
1820,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3425.0,0.0,,0.0,0.0,0.0,,1.0,October 2002,0.0,0.0,1.0,October 2002,West Coast,leader
1821,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,August 2005,3428.0,0.0,,0.0,0.0,0.0,,4.0,August 2005,1.0,1.0,16.0,May 2002,West Coast,leader
1822,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,April 2010,3429.0,7.0,April 2010,0.0,1.0,17.0,September 2005,7.0,July 2005,1.0,2.0,28.0,May 2002,West Coast,leader
1823,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2005,3430.0,0.0,,0.0,0.0,0.0,,2.0,July 2005,0.0,0.0,3.0,May 2002,West Coast,leader
1824,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3431.0,0.0,,0.0,0.0,0.0,,1.0,May 2002,0.0,0.0,1.0,May 2002,West Coast,follower
1825,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2002,3432.0,0.0,,0.0,0.0,0.0,,1.0,May 2002,0.0,0.0,1.0,May 2002,West Coast,follower
1826,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2003,3433.0,0.0,,0.0,0.0,0.0,,2.0,July 2003,0.0,0.0,2.0,May 2002,West Coast,follower
1827,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2004,3434.0,3.0,October 2004,0.0,1.0,8.0,May 2004,3.0,August 2003,1.0,2.0,17.0,May 2002,West Coast,follower
1828,0.0,17.0,August 2010,1.0,4.0,62.0,December 2004,9.0,17.0,June 2017,0.0,0.0,31.0,October 2008,All-Star,June 2017,3438.0,5.0,June 2007,1.0,4.0,32.0,August 2003,1.0,August 2002,1.0,1.0,10.0,August 2002,Midwest,leader
1829,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2003,3439.0,0.0,,0.0,0.0,0.0,,3.0,August 2003,0.0,1.0,10.0,August 2002,Midwest,leader
1830,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,June 2017,3440.0,6.0,June 2017,1.0,0.0,14.0,December 2002,4.0,March 2012,1.0,3.0,28.0,August 2002,Midwest,follower
1831,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2004,3441.0,2.0,November 2004,0.0,0.0,7.0,November 2003,3.0,January 2003,1.0,1.0,18.0,August 2002,Midwest,follower
1832,2.0,22.0,April 2016,1.0,2.0,53.0,September 2007,8.0,3.0,July 2017,0.0,0.0,8.0,September 2016,All-Star,July 2017,3442.0,11.0,October 2006,1.0,5.0,50.0,December 2002,2.0,November 2003,0.0,0.0,7.0,August 2002,Midwest,leader
1833,0.0,5.0,November 2007,1.0,1.0,15.0,May 2005,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2007,3443.0,8.0,December 2004,1.0,2.0,25.0,October 2003,6.0,August 2003,1.0,2.0,20.0,August 2002,West Coast,follower
1834,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2006,3444.0,0.0,,0.0,0.0,0.0,,3.0,September 2006,1.0,1.0,12.0,August 2002,Europe,follower
1835,0.0,7.0,April 2008,0.0,2.0,22.0,August 2004,0.0,0.0,,0.0,0.0,0.0,,Intermediate,April 2008,3445.0,2.0,January 2004,1.0,1.0,12.0,October 2003,7.0,December 2003,0.0,1.0,17.0,August 2002,West Coast,leader
1836,0.0,2.0,October 2005,0.0,0.0,5.0,September 2004,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2005,3446.0,2.0,February 2004,1.0,2.0,20.0,December 2003,6.0,October 2003,1.0,2.0,26.0,August 2002,West Coast,follower
1837,0.0,3.0,November 2006,0.0,0.0,8.0,June 2004,0.0,0.0,,0.0,0.0,0.0,,Novice,November 2006,3449.0,0.0,,0.0,0.0,0.0,,3.0,November 2002,1.0,1.0,10.0,August 2002,East Coast,leader
1838,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,November 2008,3456.0,0.0,,0.0,0.0,0.0,,5.0,November 2008,0.0,0.0,10.0,November 2002,East Coast,leader
1839,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2014,3459.0,0.0,,0.0,0.0,0.0,,7.0,May 2014,0.0,2.0,17.0,January 2003,East Coast,leader
1840,0.0,2.0,March 2006,0.0,1.0,10.0,April 2003,0.0,0.0,,0.0,0.0,0.0,,Advanced,March 2006,3461.0,7.0,May 2005,1.0,2.0,34.0,July 2003,1.0,September 2002,0.0,1.0,6.0,September 2002,East Coast,follower
1841,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,December 2009,3465.0,0.0,,0.0,0.0,0.0,,10.0,December 2009,0.0,1.0,19.0,September 2007,East Coast,leader
1842,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2004,3466.0,0.0,,0.0,0.0,0.0,,1.0,January 2004,0.0,0.0,3.0,January 2004,East Coast,follower
1843,0.0,17.0,August 2013,1.0,4.0,58.0,January 2005,0.0,19.0,March 2015,1.0,5.0,71.0,March 2007,All-Star,March 2015,3467.0,11.0,June 2005,1.0,4.0,49.0,March 2004,5.0,November 2003,1.0,2.0,22.0,January 2002,East Coast,leader
1844,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,November 2017,3468.0,0.0,,0.0,0.0,0.0,,1.0,November 2017,0.0,0.0,4.0,November 2017,East Coast,follower
1845,0.0,1.0,June 2006,0.0,0.0,1.0,June 2006,0.0,0.0,,0.0,0.0,0.0,,Advanced,June 2006,3470.0,9.0,July 2011,1.0,2.0,30.0,July 2004,6.0,March 2004,1.0,1.0,19.0,January 2002,East Coast,leader
1846,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2006,3471.0,0.0,,0.0,0.0,0.0,,1.0,October 2006,0.0,0.0,1.0,October 2006,East Coast,leader
1847,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3480.0,0.0,,0.0,0.0,0.0,,3.0,August 2002,0.0,0.0,5.0,January 2002,East Coast,follower
1848,0.0,1.0,August 2007,1.0,1.0,8.0,August 2007,0.0,0.0,,0.0,0.0,0.0,,Advanced,August 2007,3481.0,7.0,January 2007,1.0,3.0,34.0,August 2004,6.0,July 2004,1.0,1.0,15.0,August 2002,West Coast,follower
1849,0.0,22.0,September 2005,1.0,7.0,85.0,August 2003,0.0,4.0,March 2013,0.0,0.0,8.0,July 2005,Novice,March 2013,3488.0,2.0,July 2003,1.0,1.0,11.0,March 2003,2.0,September 2002,1.0,1.0,14.0,September 2002,Midwest,follower
1850,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2005,3489.0,0.0,,0.0,0.0,0.0,,3.0,September 2005,0.0,2.0,13.0,September 2002,Midwest,follower
1851,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3491.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,1.0,1.0,10.0,September 2002,West Coast,follower
1852,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,December 2009,3492.0,10.0,December 2009,0.0,1.0,27.0,April 2005,8.0,May 2004,1.0,1.0,21.0,September 2002,West Coast,leader
1853,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 2006,3493.0,0.0,,0.0,0.0,0.0,,6.0,February 2006,0.0,1.0,11.0,September 2002,West Coast,leader
1854,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3494.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,4.0,September 2002,West Coast,follower
1855,2.0,9.0,August 2017,0.0,0.0,11.0,January 2010,0.0,0.0,,0.0,0.0,0.0,,Advanced,August 2017,3495.0,24.0,December 2009,0.0,4.0,61.0,January 2005,8.0,February 2004,1.0,1.0,21.0,October 2002,West Coast,leader
1856,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2009,3496.0,0.0,,0.0,0.0,0.0,,8.0,July 2009,0.0,1.0,20.0,October 2002,West Coast,leader
1857,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2008,3497.0,3.0,October 2008,1.0,3.0,22.0,November 2007,6.0,October 2006,0.0,2.0,20.0,October 2002,Midwest,follower
1858,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2003,3498.0,0.0,,0.0,0.0,0.0,,3.0,October 2003,0.0,0.0,5.0,October 2002,West Coast,follower
1859,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3499.0,0.0,,0.0,0.0,0.0,,1.0,August 2002,0.0,0.0,1.0,August 2002,West Coast,follower
1860,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2006,3500.0,2.0,September 2006,0.0,0.0,4.0,May 2006,7.0,April 2005,0.0,2.0,20.0,August 2002,West Coast,leader
1861,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3501.0,0.0,,0.0,0.0,0.0,,1.0,August 2002,0.0,0.0,1.0,August 2002,West Coast,follower
1862,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3502.0,0.0,,0.0,0.0,0.0,,1.0,August 2002,0.0,0.0,1.0,August 2002,West Coast,follower
1863,0.0,1.0,January 2013,0.0,0.0,3.0,January 2013,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2013,3503.0,0.0,,0.0,0.0,0.0,,3.0,June 2004,0.0,1.0,10.0,August 2002,West Coast,leader
1864,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2003,3504.0,1.0,August 2003,0.0,0.0,3.0,August 2003,1.0,August 2002,0.0,0.0,2.0,August 2002,West Coast,follower
1865,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3505.0,0.0,,0.0,0.0,0.0,,1.0,August 2002,0.0,0.0,3.0,August 2002,West Coast,follower
1866,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2002,3507.0,0.0,,0.0,0.0,0.0,,1.0,August 2002,0.0,1.0,6.0,August 2002,West Coast,leader
1867,0.0,9.0,November 2005,1.0,2.0,32.0,September 2004,0.0,8.0,September 2011,1.0,1.0,19.0,July 2005,Intermediate,September 2011,3510.0,4.0,April 2004,1.0,2.0,25.0,September 2003,3.0,April 2003,1.0,3.0,26.0,September 2002,East Coast,leader
1868,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3511.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,1.0,6.0,September 2002,West Coast,follower
1869,0.0,15.0,March 2015,1.0,4.0,51.0,March 2004,0.0,1.0,October 2011,0.0,0.0,1.0,October 2011,Intermediate,October 2011,3512.0,6.0,October 2003,1.0,2.0,28.0,February 2003,4.0,January 2003,1.0,1.0,18.0,September 2002,West Coast,follower
1870,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,June 2008,3513.0,4.0,June 2008,1.0,3.0,27.0,June 2005,3.0,September 2004,1.0,2.0,18.0,September 2002,West Coast,leader
1871,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2007,3514.0,12.0,October 2007,0.0,0.0,23.0,December 2003,8.0,October 2003,0.0,2.0,25.0,September 2002,West Coast,leader
1872,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3515.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,1.0,September 2002,West Coast,leader
1873,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2005,3516.0,0.0,,0.0,0.0,0.0,,7.0,June 2005,0.0,0.0,13.0,September 2002,West Coast,leader
1874,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2003,3517.0,0.0,,0.0,0.0,0.0,,2.0,September 2003,0.0,0.0,2.0,September 2002,West Coast,follower
1875,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2008,3518.0,7.0,September 2008,1.0,3.0,29.0,March 2004,6.0,November 2003,1.0,1.0,20.0,September 2002,West Coast,follower
1876,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3519.0,0.0,,0.0,0.0,0.0,,2.0,October 2002,0.0,1.0,7.0,September 2002,West Coast,follower
1877,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3520.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,1.0,September 2002,West Coast,follower
1878,0.0,4.0,October 2005,0.0,0.0,10.0,March 2005,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2005,3521.0,5.0,April 2005,0.0,0.0,13.0,September 2004,7.0,July 2004,0.0,2.0,23.0,September 2002,West Coast,follower
1879,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2008,3522.0,0.0,,0.0,0.0,0.0,,3.0,June 2008,0.0,0.0,6.0,September 2002,West Coast,follower
1880,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2006,3524.0,0.0,,0.0,0.0,0.0,,2.0,August 2006,1.0,1.0,12.0,September 2002,Midwest,leader
1881,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2005,3525.0,2.0,July 2005,0.0,0.0,3.0,July 2004,8.0,November 2007,0.0,1.0,17.0,September 2002,Midwest,leader
1882,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3526.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,1.0,September 2002,Midwest,follower
1883,0.0,9.0,May 2008,1.0,5.0,46.0,October 2005,0.0,4.0,October 2011,0.0,0.0,6.0,March 2008,Advanced,October 2011,3527.0,9.0,July 2004,1.0,2.0,36.0,July 2003,2.0,August 2003,0.0,0.0,5.0,September 2002,Midwest,follower
1884,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2005,3535.0,3.0,October 2005,0.0,0.0,4.0,May 2003,1.0,August 2002,0.0,0.0,1.0,August 2002,West Coast,follower
1885,0.0,16.0,December 2013,1.0,4.0,64.0,May 2005,5.0,5.0,February 2017,0.0,0.0,10.0,September 2009,All-Star,February 2017,3546.0,4.0,March 2005,1.0,1.0,20.0,May 2004,2.0,October 2003,0.0,0.0,5.0,October 2002,East Coast,follower
1886,3.0,2.0,March 2017,0.0,0.0,3.0,January 2017,0.0,0.0,,0.0,0.0,0.0,,Advanced,March 2017,3547.0,10.0,November 2016,1.0,2.0,30.0,May 2014,8.0,May 2013,0.0,1.0,22.0,October 2005,East Coast,leader
1887,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Advanced,July 2006,3548.0,14.0,July 2006,1.0,4.0,53.0,March 2004,5.0,May 2004,1.0,2.0,24.0,October 2003,East Coast,leader
1888,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2008,3551.0,0.0,,0.0,0.0,0.0,,9.0,November 2008,0.0,1.0,16.0,September 2002,West Coast,follower
1889,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2003,3552.0,0.0,,0.0,0.0,0.0,,2.0,October 2003,0.0,0.0,8.0,September 2002,West Coast,follower
1890,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,December 2013,3553.0,5.0,December 2013,0.0,1.0,13.0,April 2008,4.0,September 2007,1.0,1.0,21.0,September 2002,West Coast,leader
1891,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3554.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,1.0,September 2002,West Coast,follower
1892,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3555.0,0.0,,0.0,0.0,0.0,,2.0,October 2002,1.0,1.0,11.0,September 2002,West Coast,leader
1893,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2003,3556.0,0.0,,0.0,0.0,0.0,,3.0,September 2003,0.0,1.0,8.0,September 2002,West Coast,leader
1894,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3557.0,0.0,,0.0,0.0,0.0,,2.0,October 2002,0.0,0.0,2.0,September 2002,West Coast,leader
1895,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,December 2007,3558.0,3.0,December 2007,0.0,0.0,4.0,September 2006,11.0,May 2006,0.0,1.0,21.0,September 2002,West Coast,follower
1896,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3559.0,0.0,,0.0,0.0,0.0,,2.0,October 2002,0.0,0.0,2.0,September 2002,West Coast,follower
1897,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2002,3575.0,0.0,,0.0,0.0,0.0,,1.0,September 2002,0.0,0.0,3.0,September 2002,East Coast,follower
1898,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2005,3584.0,0.0,,0.0,0.0,0.0,,1.0,July 2005,0.0,0.0,4.0,July 2005,East Coast,follower
1899,0.0,6.0,November 2008,1.0,5.0,41.0,August 2004,0.0,26.0,March 2014,1.0,5.0,96.0,May 2007,Novice,March 2014,3587.0,3.0,February 2004,1.0,2.0,21.0,January 2003,1.0,October 2002,1.0,1.0,10.0,October 2002,West Coast,leader
1900,0.0,8.0,September 2007,1.0,4.0,35.0,July 2005,0.0,2.0,September 2008,0.0,0.0,5.0,September 2007,Advanced,September 2008,3588.0,5.0,December 2004,1.0,2.0,30.0,September 2003,4.0,July 2003,1.0,2.0,21.0,October 2002,West Coast,follower
1901,0.0,6.0,July 2011,1.0,1.0,18.0,September 2007,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2011,3589.0,6.0,July 2007,0.0,3.0,24.0,January 2004,3.0,July 2003,1.0,2.0,18.0,October 2002,West Coast,leader
1902,0.0,13.0,May 2010,1.0,1.0,28.0,April 2005,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2010,3590.0,7.0,September 2004,1.0,1.0,20.0,December 2002,1.0,October 2002,0.0,0.0,1.0,October 2002,West Coast,follower
1903,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3592.0,0.0,,0.0,0.0,0.0,,1.0,October 2002,0.0,0.0,3.0,October 2002,West Coast,leader
1904,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3593.0,0.0,,0.0,0.0,0.0,,1.0,October 2002,0.0,0.0,2.0,October 2002,West Coast,follower
1905,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,3594.0,0.0,,0.0,0.0,0.0,,1.0,October 2002,0.0,0.0,1.0,October 2002,West Coast,leader
